Салат «Для двоих»;250 г помидоров, 200 г огурцов, 250 г яблок, 200 г ветчины, сок половины лимона, соль, майонез;https://www.say7.info/cook/recipe/415-Salat-Dlya-dvoikh.html
Салат с кальмарами, креветками и пекинской капустой;200 г кальмаров, 150 г отварных креветок, 150 г пекинской капусты, 10–15 перепелиных яиц, 15–20 маслин или оливок, 2–3 лавровых листа, 5–6 горошин душистого перцазаправка: 5 ст.л. растительного масла, 2 ст.л. уксуса 6–9%, 1 ч.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1010-Salat.html
Салат с кальмарами, огурцами и горошком;500 г кальмаров, 200 г огурцов, 1 баночка горошка, 3 яйца, 200 г крабового мяса или крабовых палочек, зелень по вкусу, соль, перец, майонез;https://www.say7.info/cook/recipe/668-Salat.html
Салат с копченой скумбрией;1 копченая скумбрия, 4 яйца, 1 баночка зеленого горошка, 300 г яблок, зелень по вкусу, майонез;https://www.say7.info/cook/recipe/123-Salat-kopchenoy.html
Салат с куриным филе и апельсинами;300 г куриного филе, 350 г апельсинов, 150 г яблок, майонез или сметана;https://www.say7.info/cook/recipe/169-Salat-kurinyim.html
Салат с печенью трески;1 баночка печени трески, 400 г картофеля, 200 г моркови, 4 яйца, 200 г соленых или маринованных огурцов, соль, майонез;https://www.say7.info/cook/recipe/429-Salat-pechenju.html
Салат «Лохматый»;300 г копченой колбасы, 300 г картофеля, 200 г моркови, 200 г свеклы, 150 г лука, майонез, чеснок, соль;https://www.say7.info/cook/recipe/25-Salat-Lokhmatyiy.html
Салат с грибами, блинчиками и луком;5 яиц, 200 г маринованных шампиньонов, 200 г лука, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/491-Salat-gribami.html
Салат «Романтика»;200 г ветчины, 8–10 помидор черри, 200 г огурцов, 8–10 шт. редиса, лук порей или репчатый, зеленьзаправка: 4 ст.л. растительного масла, 1 ст.л. уксуса 6%, 1–2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/522-Salat-Romantika.html
Салат с брокколи и ветчиной;400 г брокколи, 300 г ветчины, 3 ст.л. растительного масла, 1 ч.л. 6% уксуса, 2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/145-Salat-brokkoli.html
Салат с корейской морковью и печенью;500 г печени, 300 г корейской моркови, 150 г лука, растительное масло, соль, майонез;https://www.say7.info/cook/recipe/218-Salat-koreyskoy.html
Салат с куриной печенью и яйцом пашот;500 г куриной печени, 300 г помидоров, 150 г зеленого салата, растительное масло, 4 яйца, 2 ст.л. уксуса 6–9%, 1 ч.л. солизаправка: 50 мл растительного масла, 1 ст.л. горчицы, лимон, соль, перец;https://www.say7.info/cook/recipe/1457-Salat-kurinoy.html
Салат с куриным филе и кедровыми орешками;300 куриного филе, 50 г очищенных кедровых орехов, 1 пучок салатазаправка: 3 ст.л. растительного масла, 3 ст.л. лимонного сока, 1–2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/403-Salat-kurinyim.html
Салат с кукурузой и капустой;1 баночка кукурузы, 200–300 г свежей капусты, 240 г крабового мяса или крабовых палочек, сок половинки лимона, майонез;https://www.say7.info/cook/recipe/29-Salat-kukuruzoy.html
Салат с помидорами и тунцом;150 г консервированного тунца, 10–12 помидорок черри или 2–3 обычных помидора, зеленый салат, маслины или оливки, 4 ст.л. растительного масла, 2 ст.л. лимонного сока, соль, перец;https://www.say7.info/cook/recipe/556-Salat-pomidorami.html
Салат с моцареллой, помидорами, креветками и авокадо;200 г моцареллы, 200 г помидоров, 200 г креветок, 2 авокадо, листья зеленого салата, базилик, 1 ст.л. каперсовзаправка: 5 ст.л. растительного масла, сок лайма, соль, перец;https://www.say7.info/cook/recipe/832-Salat.html
Салат с семгой, авокадо и рисом;200 г слабосоленой семги или форели, 200 г авокадо, 150 г огурцов, 150 г отварного риса, 200 г болгарского перца, майонез, соль;https://www.say7.info/cook/recipe/891-Salat-semgoy.html
Салат с черемшой и овощами;черемша, 10–15 помидорок черри, 200 г огурцов, 150 г редиса, 10 перепелиных яиц, лук слизун или порей, соль, сметана;https://www.say7.info/cook/recipe/757-Salat-cheremshoy.html
Салат со спаржей, брокколи и карпаччо;250 г спаржи, 200 г карпаччо, 200 г помидоров, 200 г брокколи, 150 г зеленого салатазаправка: 5 ст.л. растительного масла, 1 ст.л. уксуса 6%, 1 зубчик чеснока, соль, перец;https://www.say7.info/cook/recipe/965-Salat-sparzhey.html
Селедка под шубой;300 г готового филе сельди, 300 г картофеля, 300 г моркови, 300 г свеклы, 300 г яблок, 150 г лука, майонез;https://www.say7.info/cook/recipe/182-Seledka-pod-shuboy.html
Салат «Витаминный»;300 г краснокочанной капусты, 200 г помидоров, 200 г огурцов, 200 г болгарского перца, 100 г редиса, лук порей или репчатый, зелень по вкусу, соль, растительное масло;https://www.say7.info/cook/recipe/273-Salat-Vitaminnyiy.html
Салат «Капрезе»;3–4 шарика моцареллы, 3–4 средних томата, базилик, растительное масло, соль, перец;https://www.say7.info/cook/recipe/734-Salat-Kapreze.html
Салат из кальмаров с рисом;500 г кальмаров, 3 столовые ложки отварного риса, 2 яйца, 150 г лука, зеленый салат, соль, перец, майонез;https://www.say7.info/cook/recipe/68-Salat-kalmarov.html
Салат с авокадо, яблоком и куриным филе;300 г куриного филе, 400 г авокадо, 1 яблоко, зеленый салат, сок половины лайма, соль, растительное масло;https://www.say7.info/cook/recipe/562-Salat-avokado.html
Салат с горбушей, огурцами и яйцами;150 г горбуши, 200 г огурцов, 9–10 перепелиных яиц, листья зеленого салата, 3 ст.л. растительного масла, 1 ч.л. уксуса 6%;https://www.say7.info/cook/recipe/471-Salat-gorbushey.html
Салат с куриным филе и огурцами;300 г куриного филе, 200 г огурцов, 3 яйца, соль, майонез;https://www.say7.info/cook/recipe/205-Salat-kurinyim.html
Салат с куриным филе, черносливом и орехами;300 г куриного филе, 150 г чернослива без косточек, 100 г грецких орехов, майонез;https://www.say7.info/cook/recipe/253-Salat-kurinyim.html
Салат с маринованными грибами и помидорами;300 г маринованных грибов, 250 г яблок, 18–20 помидорок черри, майонез или растительное масло;https://www.say7.info/cook/recipe/605-Salat.html
Салат с помидорами, спаржей и яйцами;200 г спаржи, 10 помидорок черри или 2 небольших помидора, 10 перепелиных яиц или 2 куриных, листья зеленого салатазаправка: 3 ст.л. растительного масла, 2 ст.л. лимонного сока, соль, перец;https://www.say7.info/cook/recipe/702-Salat.html
Салат с мясом, кускусом и черри;100 г кускуса, 15–20 помидорок черри, 300 г филе говядины, лук порей, 100 г зеленого салатазаправка: 5 ст.л. растительного масла, 3 ст.л. лимонного сока, соль, перец;https://www.say7.info/cook/recipe/959-Salat-myasom.html
Салат с сухариками, горошком и копченым окорочком;600 г копченых окорочков, 1 баночка зеленого горошка, 200 г батона, растительное масло, майонез;https://www.say7.info/cook/recipe/220-Salat.html
Салат с сыром и ананасами;300 г сыра, 300 г консервированных ананасов, 2–3 зубчика чеснока, майонез;https://www.say7.info/cook/recipe/234-Salat-syirom.html
Салат «Калейдоскоп»;300 г свеклы, 250 г моркови, 300 г картофеля, 150–200 г капусты, 150–200 г филе свинины, 1 гранат, зелень, майонез, соль, растительное масло;https://www.say7.info/cook/recipe/187-Salat.html
Салат «Любимый»;1 кг печени, 3 яйца, 200 г моркови, 150 г лука, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/19-Salat-Ljubimyiy.html
Салат «Оливье»;1 баночка, 300 г мяса, 4 яйца, 350 г картофеля, 150 г соленых или маринованных огурцов, 150 г лука, соль, майонез;https://www.say7.info/cook/recipe/194-Salat-Olive.html
Салат «Ночь»;300 г говяжьей печени, 250 г картофеля, 200 г огурцов, 100 г лука, 3 яйца, соль, майонез;https://www.say7.info/cook/recipe/23-Salat-Noch.html
Салат с кальмарами, морской капустой и морковью по-корейски;350 г кальмаров, 150 г морской капусты, 150 г моркови по корейски, 2 яйца, зелень по вкусу, майонез, растительное масло, соль, перец;https://www.say7.info/cook/recipe/1355-Salat.html
Салат с капустой, яблоком и изюмом;200 г капусты, 150 г изюма без косточек, 150 г моркови, 200 г яблок, растительное масло;https://www.say7.info/cook/recipe/289-Salat-kapustoy.html
Салат с куриным филе, рисом и ананасами;300 г куриного филе, 300 г консервированных ананасов, 150 г вареного риса, 1 баночка кукурузы, соль, майонез;https://www.say7.info/cook/recipe/210-Salat-kurinyim.html
Салат с куриным филе, сухариками и ананасами;300 г куриного филе, 200 г ананасов, 100 г батона, 200 г сыра, майонез, растительное масло;https://www.say7.info/cook/recipe/422-Salat-kurinyim.html
Салат с печенью, фасолью и маринованными грибами;200 г фасоли, 500 г печени, 150 г маринованных грибов, 150 г лука, 200 г моркови, соль, перец, майонез или сметана, растительное масло;https://www.say7.info/cook/recipe/924-Salat-pechenju.html
Салат с селедкой, картофелем и яблоком;300 г филе соленой сельди, 3 яйца, 400 г картофеля, 250 г яблок, 150 г лука, майонез;https://www.say7.info/cook/recipe/279-Salat-seledkoy.html
Салат «Грибная поляна»;400 г мяса, 300 г маринованных грибов, 100 г сыра, майонез, укроп;https://www.say7.info/cook/recipe/173-Salat-Gribnaya.html
Салат с авокадо, креветками и помидорами;1–2 авокадо, 1–2 помидора, 150 г креветок, листья зеленого салатазаправка: 3 ст.л. растительного масла, 1 ст.л. лимонного сока, соль, перец;https://www.say7.info/cook/recipe/651-Salat-avokado.html
Салат с авокадо, куриным филе и фетой;1 авокадо, 300 г огурцов, 250 г куриного филе, 200 г феты, лук порей или 150 г репчатого лука, листья зеленого салатазаправка: 3 ст.л. растительного масла, 1 ст.л. уксуса 6%, 2–3 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/652-Salat-avokado.html
Салат с авокадо, помидорами и фетой;400 г авокадо, 10–15 помидорок черри или 2–3 обычных помидора, 200 г феты или брынзы, листья салата, 3 ст.л. растительного масла, 2 ст.л. уксуса 6%;https://www.say7.info/cook/recipe/772-Salat-avokado.html
Салат с вялеными томатами, куриным филе и огурцами;180 г вяленых томатов, 250 г отварного или копченого куриного филе, 200 г огурцов, 200 г болгарского перца, листья зеленого салатазаправка: 3 ст.л. растительного масла, 1 ст.л. уксуса 6%, соль, перец;https://www.say7.info/cook/recipe/701-Salat-vyalenyimi.html
Салат с кальмарами, яблоками и сыром;300 г кальмаров, 3 яйца, 300 г яблок, 50 г сыра, 100 г лука, майонез;https://www.say7.info/cook/recipe/161-Salat.html
Салат с креветками, кукурузой и помидорами;150 г очищенных креветок, 300 г ветчины, 1 баночка кукурузы, 15 помидор черри, зеленый салат, растительное масло, соль;https://www.say7.info/cook/recipe/582-Salat.html
Салат с тунцом и стручковой фасолью;200 г консервированного тунца, 200 г стручковой фасоли, 8–10 перепелиных яиц, зелень по вкусу, соль, перец, растительное масло;https://www.say7.info/cook/recipe/663-Salat-tuncom.html
Салат «Рандеву»;1 баночка кукурузы, 300 г помидоров, 300 г огурцов, 150 г лука, 200 г брынзы или любого сыра, растительное масло, соль;https://www.say7.info/cook/recipe/163-Salat-Randevu.html
Салат «Обжорка»;400 г шампиньонов, 300 г копченого куриного филе, 150 г корейской моркови, 150 г чернослива без косточек, 300 г огурцов, растительное масло, соль, перец, майонез;https://www.say7.info/cook/recipe/52-Salat-Obzhorka.html
Салат из консервированной горбуши;200 г консервированной горбуши, 100 г плавленого сыра, 2 яйца, зелень по вкусу, соль, перец, майонез;https://www.say7.info/cook/recipe/91-Salat.html
Салат с вялеными томатами, запеченным куриным филе и пармезаном;300 г куриного филе, 100 г вяленых томатов, 50 г пармезана, 150 г зеленого салата, 2 зубчика чеснока, 5 горошин черного перца, 2 ч.л. сушеных трав, 2 ст.л. растительного масла, сользаправка: 50 мл растительного масла, 1 ч.л. горчицы, сок половины лимона, соль, перец;https://www.say7.info/cook/recipe/901-Salat-vyalenyimi.html
Салат с печенью, маринованными огурцами и сыром;300 г говяжьей печени, 150 г сыра, 150 г маринованных огурцов, помидоры черри, перепелиные яйца, сметана, зелень по вкусу, соль, перец;https://www.say7.info/cook/recipe/866-Salat-pechenju.html
Салат с фасолью, говядиной и сухариками;300 г консервированной фасоли, 400 г филе говядины, 200 г огурцов, 150 г батона, 3 зубчика чеснока, 5 ст.л. растительного масла, майонез, соль;https://www.say7.info/cook/recipe/853-Salat-fasolju.html
Салат-коктейль с креветками;150 г креветок, 200 г яблок, 200 г огурцов, 200 г моркови, сок половины лимона, майонез;https://www.say7.info/cook/recipe/59-Salat-kokteyl.html
Салат с колбасой, сыром и помидорами;150 г копченой колбасы, 100 г сыра, 12 помидорок черри или 2 обычных помидора, 4 ст.л. сметаны, 2 зубчика чеснока, зелень;https://www.say7.info/cook/recipe/452-Salat-kolbasoy.html
Салат с куриными грудками и фасолью;300 г копченого куриного филе, 300 г огурцов, 1 баночка консервированной фасоли, соль, майонез;https://www.say7.info/cook/recipe/112-Salat-kurinyimi.html
Салат с огурцами, зеленым горошком и яйцами;350 г огурцов, 400 г зеленого горошка, 3 яйца, листья зеленого салата, соль, майонез;https://www.say7.info/cook/recipe/419-Salat-ogurcami.html
Лодочки из авокадо;3 спелых авокадо, 100 г креветок, 10–12 помидорок черри, сок половины лимона, растительное масло, соль;https://www.say7.info/cook/recipe/519-Lodochki-avokado.html
Салат «Нежность»;500 г куриного филе, 7 яиц, 200 г лука, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/50-Salat-Nezhnost.html
Салат овощной;500 г помидоров, 300 г огурцов, 300 г болгарского перца, листья зеленого салатазаправка: 1 ч.л. горчицы, 1 ч.л. уксуса 6%, 2 зубчика чеснока, 100 мл растительного масла, соль, перец;https://www.say7.info/cook/recipe/410-Salat-ovoschnoy.html
Салат с говядиной, кольраби и помидорами;300 г филе говядины, 250 г кольраби, 250 г помидоров, 150 г болгарского перца, зеленый салатзаправка: 5 ст.л. растительного масла, сок половины лимона, 5–7 веточек тимьяна, соль, перец;https://www.say7.info/cook/recipe/1044-Salat-govyadinoy.html
Салат с запеченным куриным филе, блинчиками и грибами;300 г куриного филе, 300 г грибов, 20–25 помидорок черри, 150 г лука, майонез, соль, перец, растительное маслоблинчики: 3 яйца, зелень по вкусу;https://www.say7.info/cook/recipe/942-Salat-zapechennyim.html
Салат с капустой, виноградом и яблоком;200 г капусты, 1 яблоко, 200 г винограда, сок половины лимона, растительное масло;https://www.say7.info/cook/recipe/484-Salat-kapustoy.html
Салат с капустой, яблоками и апельсинами;300 г свежей капусты, 300 г яблок, 200 г апельсинов, 200 г моркови, 4–5 ст.л. растительного масла, лимон, соль;https://www.say7.info/cook/recipe/267-Salat-kapustoy.html
Салат с кукурузой и грибами;1 баночка кукурузы, 300 г грибов, 100 г лука, 150 г моркови, 300 г куриного филе, 2 яйца, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/28-Salat-kukuruzoy.html
Салат с селедкой, картофелем и яйцами;200 г филе соленой сельди, 300 г картофеля, 2 яйца, зелень по вкусу, соль, майонез;https://www.say7.info/cook/recipe/603-Salat-seledkoy.html
Винегрет;400 г свеклы, 300 г моркови, 400 г картофеля, 200 г квашеной капусты, 200 г маринованных или соленых огурцов, 150 г лука, соль, растительное масло;https://www.say7.info/cook/recipe/308-Vinegret.html
Кальмары под майонезом;500 г кальмаров, 300 г лука, 2–3 лавровых листа, перец черный молотый, соль, майонез;https://www.say7.info/cook/recipe/49-Kalmaryi.html
Овощной салат с шариками из феты и маслин;200 г помидоров, 200 г огурцов, 200 г болгарского перца, 200 г феты или брынзы, 10–15 маслин или оливок без косточек, зелень по вкусу, 3 ст.л. растительного масла, 2 ст.л. лимонного сока, соль, перец;https://www.say7.info/cook/recipe/705-Ovoschnoy-salat.html
Салат «Летний»;200–300 г свежей капусты, 300 г копченой колбасы, 3 яйца, 1 баночка горошка, 100 г моркови, соль, майонез;https://www.say7.info/cook/recipe/83-Salat-Letniy.html
Салат «Футбол»;360 г консервированного тунца в собственном соку или масле, 400 г картофеля, 350 г помидоров, 2 яйца, 1 стебель лука порея или 2 луковицы репчатого, соль, майонездля украшения: 3 белка, маслины, зелень;https://www.say7.info/cook/recipe/593-Salat-Futbol.html
Салат с ароматными сухариками, беконом и пармезаном;100 г батона, 50 мл растительного масла, 2 зубчика чеснока, сок половины лимона, 1 ст.л. сушеных трав, 200 г бекона, листья зеленого салата, 100 г пармезана, 15–20 черри, соль, перец;https://www.say7.info/cook/recipe/864-Salat-aromatnyimi.html
Салат с ветчиной, грибами и помидорами;200 г ветчины, 300 г шампиньонов, 300 г помидоров, 3 яйца, 150 г лука, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/443-Salat-vetchinoy.html
Салат с сухариками, сыром и морковкой;250 г белого батона, 300 г сыра, 250 г моркови, 2–3 зубчика чеснока, майонез, растительное масло;https://www.say7.info/cook/recipe/64-Salat.html
Салат с тунцом, рукколой и черри;350 г тунца, 300 г черри, 100 г рукколызаправка: 2 ст.л. лимонного сока, 3 ст.л. растительного масла, 1 ст.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1018-Salat-tuncom.html
Салат с редисом, помидорами и фетой;250 г помидоров, 150 г редиса, 100 г лука, 200 г сыра фета, листья зеленого салата, соль, перец, растительное масло;https://www.say7.info/cook/recipe/637-Salat-redisom.html
Салат с квашеной капустой, ветчиной и яблоком;200 г квашеной капусты, 200 г ветчины, 1 баночка зеленого горошка, 200 г яблок, лук порей, растительное масло;https://www.say7.info/cook/recipe/528-Salat-kvashenoy.html
Салат с морскими гребешками и рукколой;300 г морских гребешков, 20 перепелиных яиц, рукколазаправка: 3 ст.л. растительного масла, сок лайма, корень имбиря, соль, перец;https://www.say7.info/cook/recipe/1021-Salat-morskimi.html
Салат с мясом криля;200 г мяса криля, 200 г консервированной кукурузы, 3 яйца, 100 г маринованных огурцов, зелень по вкусу, майонез;https://www.say7.info/cook/recipe/286-Salat-myasom.html
Салат с фасолью и грибами;150 г фасоли, 300 г грибов, 2 яйца, 150 г лука, растительное масло, соль, перец;https://www.say7.info/cook/recipe/26-Salat-fasolju.html
Салат с тунцом и сухариками;300 г консервированного тунца, 200 г батона, 3 яйца, 150 г моркови, 100 г лука, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/224-Salat-tuncom.html
Салат со свининой, фунчозой и яичными блинчиками;300 г свинины, 100 г фунчозы, 150 г сыра, 3 яйца, соль, перец, растительное масло;https://www.say7.info/cook/recipe/1045-Salat-svininoy.html
Салат со свеклой и черносливом;1 кг свеклы, 300 г чернослива, 200 г грецких орехов, 2–3 зубчика чеснока, майонез;https://www.say7.info/cook/recipe/126-Salat-svekloy.html
Салат «Дикое озеро»;200 г морской капусты, 1 баночка кукурузы, 1 пачка крабовых палочек, 3 яйца, соль, майонез;https://www.say7.info/cook/recipe/51-Salat-Dikoe.html
Салат с кальмарами, грибами и фунчозой;300 г кальмаров, 300 г грибов, 150 г фунчозы, 150 г лука, соль, перец, растительное маслозаправка: 5 ст.л. растительного масла, 1 ст.л. уксуса 6%, сок половины лайма, соль, перец;https://www.say7.info/cook/recipe/1013-Salat.html
Салат с индейкой, дайконом и песто;250 г индейки, 250 г черри, 200 г дайкона, 200 г огурцов, 15 перепелиных яиц, салат, лук порей, 1–2 веточки тимьяна, 4–6 ст.л. соуса песто, соль, перец;https://www.say7.info/cook/recipe/1050-Salat-indeykoy.html
Салат с оливками и фетой;200 г помидоров, 200 г феты, 100 г оливок, 150 г салатазаправка: 50 мл растительного масла, 1 ст.л. уксуса 6–9%, 2 ч.л. горчицы, 1–2 зубчика чеснока, 1 ст.л. сушеных трав;https://www.say7.info/cook/recipe/1476-Salat-olivkami.html
Салат с морской капустой, куриным филе и сухариками;200 г морской капусты, 300 г куриного филе, 3 яйца, 150 г батона, 200 г огурцов, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/1069-Salat-morskoy.html
Салат-коктейль с ветчиной, сыром и яблоком;200 г ветчины, 150 г сыра, 200 г яблок, сок половины лимона, 3–4 ст.л. майонеза, 1 зубчик чеснока;https://www.say7.info/cook/recipe/463-Salat-kokteyl.html
Салат «Черепаха»;200 г куриного филе, 4 яйца, 250 г яблок, 150 г лука, 100 г сыра, 100 г грецких орехов, соль, майонез;https://www.say7.info/cook/recipe/185-Salat-CHerepakha.html
Салат с куриным филе, огурцами и орехами;200 г куриного филе, 200 г огурцов, 200 г яблок, 50 г грецких орехов, пекинская капуста, лимон, 2–3 зубчика чеснока, 4–5 ст.л. растительного масла, соль, перец;https://www.say7.info/cook/recipe/266-Salat-kurinyim.html
Салат с кукурузой, рисом, крабовыми палочками и ананасом;1 баночка кукурузы, 150 г отварного риса, 200 г консервированных ананасов, 200 г крабовых палочек или крабового мяса, соль, майонез;https://www.say7.info/cook/recipe/595-Salat-kukuruzoy.html
Салат с морской капустой, кукурузой и крабовыми палочками;200 г морской капусты, 150 г крабовых палочек, 150 г кукурузы, 3 яйца, майонез, соль, перец;https://www.say7.info/cook/recipe/1084-Salat-morskoy.html
Фунчоза с беконом, помидорами и яичными блинчиками;100 г фунчозы, 150 г бекона, 100 г помидорок черри или обычных помидоров, 2 яйца, зелень по вкусу, соль, перец, растительное масло;https://www.say7.info/cook/recipe/814-Funchoza-bekonom.html
Салат «Подсолнух»;300 г куриного филе, 400 г консервированной кукурузы, 3 яйца, 200 г маринованных шампиньонов, 200 г моркови, лук порей или репчатый, маслины, чипсы, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/274-Salat-Podsolnukh.html
Салат с куриной печенью и помидорами черри;300 г куриной печени, 12–15 помидорок черри, листья зеленого салатазаправка: 3 ст.л. растительного масла, 1 ст.л. уксуса 6%, 2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/439-Salat-kurinoy.html
Салат с сельдереем, яблоком и куриным филе;300 г куриного филе, 200 г стеблей сельдерея, 200 г яблок, 200 г болгарского перца, 200 г помидоров, 150 г лука, соль, майонез;https://www.say7.info/cook/recipe/568-Salat.html
Салат «Морская жемчужина»;500 г кальмаров, 240 г крабовых палочек или крабового мяса, 100 г красной икры, 4 яйца, майонез, соль;https://www.say7.info/cook/recipe/197-Salat-Morskaya.html
Салат с горбушей и картофелем;150 г соленой горбуши, 250 г картофеля, 2 зубчика чеснока, 3 ст.л. растительного масла, 1 ст.л. уксуса 6%, листья салата;https://www.say7.info/cook/recipe/449-Salat-gorbushey.html
Салат с машем, черри и тимьяном;100 г маша, 18–20 помидорок черри, листья салатазаправка: 5–7 веточек тимьяна, 5 ст.л. растительного масла, 3 ст.л. уксуса 6%, 2 зубчика чеснока, 1 ч.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/945-Salat-mashem.html
Овощной салат с кукурузными чипсами и куриными фрикадельками;250 г куриного филе, 200 г помидоров, 200 г редиса, 100 г болгарского перца, 50 г зеленого салата, кукурузные чипсы, 18–20 ч.л. соуса гуакамоле, соль, перец, растительное масло;https://www.say7.info/cook/recipe/972-Ovoschnoy-salat.html
Салат с авокадо, куриным филе, помидорами и перцем;2 авокадо, 300 г куриного филе, 250 г помидоров, 200 г болгарского перца, 3 ст.л. лимонного сока, зелень по вкусу, соль, перец, майонез;https://www.say7.info/cook/recipe/229-Salat-avokado.html
Салат с сухариками, куриным филе, сыром и кукурузой;300 г куриного филе, 200 г батона, 200 г сыра, 1 баночка кукурузы, майонез, соль, растительное масло;https://www.say7.info/cook/recipe/526-Salat.html
Салат «Восторг»;500 г окорочков, 6 яиц, 70–80 г грецких орехов, 100 г чернослива, 2–3 зубчика чеснока, соль, майонез, растительное масло;https://www.say7.info/cook/recipe/453-Salat-Vostorg.html
Салат «Правительственный»;300 г картофеля, 150 г моркови, 200 г свеклы, 150 г лука, 200 г маринованных огурцов, 200 г яблок, 3 яйца, соль, майонез;https://www.say7.info/cook/recipe/24-Salat.html
Салат с авокадо, креветками и черри;350 г авокадо, 100 г отварных креветок, 300 г помидоров черри, сок половины лимона, 100 г лука, 3 ст.л. уксуса 6%, 10 ст.л. воды, растительное масло, соль, перец;https://www.say7.info/cook/recipe/914-Salat-avokado.html
Фунчоза с овощами и куриным филе;100 г фунчозы, 200 г куриного филе, 150 г моркови, 150 г болгарского перца, 150 г огурцов, 150 г лука, растительное масло, соль, перец, зеленый лук, 1 ч.л. молотого кориандра;https://www.say7.info/cook/recipe/812-Funchoza-ovoschami.html
Салат «Майский»;500 г куриного филе, 300 г шампиньонов, 400 г зеленого горошка, сок половины лимона, укроп, майонез, соль, растительное масло;https://www.say7.info/cook/recipe/430-Salat-Mayskiy.html
Салат с кальмарами и кукурузой;500 г филе кальмаров, 300 г консервированной кукурузы, 150 г сыра, 150 г лука, майонез, соль;https://www.say7.info/cook/recipe/457-Salat-kalmarami.html
Салат с кольраби, сельдереем, яблоком и морковью;500 г кольраби, 300 г яблок, 200 г моркови, 150 г стеблей сельдерея, сок половины лайма, растительное масло, соль;https://www.say7.info/cook/recipe/825-Salat-kolrabi.html
